"time","outlook","currentValue","bestBid","bestOffer","buySideLiquidity","sellSideLiquitity","buySideDepth","sellSideDepth","buySideDepthNearTop","sellSideDepthNearTop","midPrice","lastTradedPrice"
"50","CrossedRising","2250","3274","3274","111058","21388","107888","19660","107888","21388","3274","2946"
"51","CrossedRising","1874","3274","3274","111276","21388","108106","19660","108106","21388","3274","2762"
"52","CrossedRising","1502","3274","3274","115712","21388","112542","19660","112542","21388","3274","2574"
"53","CrossedRising","1148","3274","3274","120148","21388","116978","19660","116978","21388","3274","2388"
"54","CrossedRising","824","3274","3274","120366","21388","117196","19660","117196","21388","3274","2211"
"55","CrossedRising","542","3274","3274","120584","21388","117414","19660","117414","21388","3274","2049"
"56","CrossedRising","311","3274","3274","125020","21388","121850","19660","121850","21388","3274","1908"
"57","CrossedRising","140","3274","3274","125238","21388","122068","19660","122068","21388","3274","1792"
"58","CrossedRising","35","3274","3274","125456","21388","122286","19660","122286","21388","3274","1707"
"59","CrossedRising","0","3274","3274","129892","21388","126722","19660","126722","21388","3274","1654"
"60","CrossedRising","35","3274","3274","130110","21388","126940","19660","126940","21388","3274","1637"
"61","CrossedRising","140","3274","3274","130546","21388","127376","19660","127376","21388","3274","1654"
"62","CrossedRising","311","3274","3274","130982","21388","127812","19660","127812","21388","3274","1707"
"63","CrossedRising","542","3274","3274","131418","21388","128248","19660","128248","21388","3274","1792"
"64","CrossedRising","824","3274","3274","131854","21388","128684","19660","128684","21388","3274","1908"
"65","CrossedRising","1148","3274","3274","132290","21388","129120","19660","129120","21388","3274","2049"
"66","CrossedRising","1502","3274","3274","132726","21388","129556","19660","129556","21388","3274","2211"
"67","CrossedRising","1874","3274","3274","133162","21388","129992","19660","129992","21388","3274","2388"
"68","CrossedRising","2000","3274","3274","133598","21388","130428","19660","130428","21388","3274","2574"
"69","CrossedRising","2374","3274","3274","134034","21388","130864","19660","130864","21388","3274","2637"
"70","CrossedRising","2736","3274","3274","134470","21388","131300","19660","131300","21388","3274","2824"
"71","CrossedRising","3071","3274","3274","134906","21388","131736","19660","131736","21388","3274","3005"
"72","CrossedFalling","3369","3274","3274","135342","21388","132172","19660","132172","21388","3274","3172"
"73","CrossedFalling","3618","3274","3274","135342","21370","132172","19642","132172","21370","3274","3321"
"74","CrossedFalling","3809","3274","3274","135342","21486","132172","19758","132172","21486","3274","3446"
"75","CrossedFalling","3937","3274","3274","135342","21602","132172","19874","132172","21602","3274","3541"
"76","CrossedFalling","3996","3274","3274","135342","21718","132172","19990","132172","21718","3274","3605"
"77","CrossedFalling","3984","3274","3274","135342","21834","132172","20106","132172","21834","3274","3635"
"78","CrossedFalling","3902","3274","3274","135342","21950","132172","20222","132172","21950","3274","3629"
"79","CrossedFalling","3752","3274","3274","135342","22066","132172","20338","132172","22066","3274","3588"
"80","CrossedFalling","3541","3274","3274","135342","22182","132172","20454","132172","22182","3274","3513"
"81","CrossedRising","3274","3274","3274","135342","22298","132172","20570","132172","22298","3274","3407"
"82","CrossedRising","2963","3274","3274","135342","23198","132172","21470","132172","23198","3274","3407"
"83","CrossedRising","2618","3274","3274","135778","23198","132608","21470","132608","23198","3274","3118"
"84","CrossedRising","2250","3274","3274","136214","23198","133044","21470","133044","23198","3274","2946"
"85","CrossedRising","1874","3274","3274","136650","23198","133480","21470","133480","23198","3274","2762"
"86","CrossedRising","1502","3274","3274","137086","23198","133916","21470","133916","23198","3274","2574"
"87","CrossedRising","1148","3274","3274","137522","23198","134352","21470","134352","23198","3274","2388"
"88","CrossedRising","824","3274","3274","137958","23198","134788","21470","134788","23198","3274","2211"
"89","CrossedRising","542","3274","3274","138394","23198","135224","21470","135224","23198","3274","2049"
"90","CrossedRising","311","3274","3274","138830","23198","135660","21470","135660","23198","3274","1908"
"91","CrossedRising","140","3274","3274","139266","23198","136096","21470","136096","23198","3274","1792"
"92","CrossedRising","35","3274","3274","139702","23198","136532","21470","136532","23198","3274","1707"
"93","CrossedRising","0","3274","3274","140138","23198","136968","21470","136968","23198","3274","1654"
"94","CrossedRising","35","3274","3274","140574","23198","137404","21470","137404","23198","3274","1637"
"95","CrossedRising","140","3274","3274","141010","23198","137840","21470","137840","23198","3274","1654"
"96","CrossedRising","311","3274","3274","141446","23198","138276","21470","138276","23198","3274","1707"
"97","CrossedRising","542","3274","3274","141882","23198","138712","21470","138712","23198","3274","1792"
"98","CrossedRising","824","3274","3274","142318","23198","139148","21470","139148","23198","3274","1908"
"99","CrossedRising","1148","3274","3274","142754","23198","139584","21470","139584","23198","3274","2049"
"100","CrossedRising","1502","3274","3274","143190","23198","140020","21470","140020","23198","3274","2211"
