"time","type","buySideTrader","sellSideTrader","size","price","penalty"
"39","Trade","hfTrader","fundamentalBuyer","0","1908",""
"39","Trade","intermediary","fundamentalBuyer","0","1792",""
"39","Trade","hfTrader","fundamentalBuyer","0","1792",""
"39","Trade","intermediary","fundamentalBuyer","0","1707",""
"39","Trade","hfTrader","fundamentalBuyer","0","1707",""
"39","Trade","intermediary","fundamentalBuyer","0","1654",""
"39","Trade","hfTrader","fundamentalBuyer","0","1654",""
"39","Trade","intermediary","fundamentalBuyer","0","1637",""
"39","Trade","hfTrader","fundamentalBuyer","0","1637",""
"39","Trade","intermediary","fundamentalBuyer","0","1654",""
"39","Trade","hfTrader","fundamentalBuyer","0","1654",""
"39","Trade","intermediary","fundamentalBuyer","0","1707",""
"39","Trade","hfTrader","fundamentalBuyer","0","1707",""
"39","Trade","intermediary","fundamentalBuyer","0","1792",""
"39","Trade","hfTrader","fundamentalBuyer","0","1792",""
"39","Trade","intermediary","fundamentalBuyer","0","1908",""
"39","Trade","hfTrader","fundamentalBuyer","0","1908",""
"39","Trade","hfTrader","fundamentalBuyer","0","2049",""
"39","Trade","hfTrader","fundamentalBuyer","0","2049",""
"39","Trade","hfTrader","fundamentalBuyer","0","2211",""
"39","Trade","hfTrader","fundamentalBuyer","0","2211",""
"39","Trade","hfTrader","fundamentalBuyer","0","2388",""
"39","Trade","hfTrader","fundamentalBuyer","0","2388",""
"39","Trade","hfTrader","fundamentalBuyer","0","2574",""
"39","Trade","hfTrader","fundamentalBuyer","0","2574",""
"39","Trade","hfTrader","fundamentalBuyer","0","2762",""
"39","Trade","hfTrader","fundamentalBuyer","0","2762",""
"39","Trade","hfTrader","fundamentalBuyer","0","2946",""
"39","Trade","hfTrader","fundamentalBuyer","0","2946",""
"39","Trade","opportunisticTrader","intermediary","8","3541",""
"39","Trade","intermediary","intermediary","440","0",""
"39","Trade","intermediary","intermediary","440","0",""
"39","Trade","intermediary","intermediary","440","0",""
"39","Trade","fundamentalSeller","intermediary","258","0",""
"39","Trade","fundamentalSeller","intermediary","258","0",""
"39","Trade","opportunisticTrader","intermediary","7","0",""
"39","Trade","opportunisticTrader","intermediary","7","0",""
"39","Trade","opportunisticTrader","intermediary","7","0",""
"39","Trade","opportunisticTrader","intermediary","7","0",""
"39","Trade","opportunisticTrader","hfTrader","8","1770",""
"39","Trade","opportunisticTrader","hfTrader","8","1770",""
"39","Trade","opportunisticTrader","hfTrader","8","1770",""
"39","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"39","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"39","Trade","intermediary","hfTrader","440","1770",""
"39","Trade","intermediary","hfTrader","440","1770",""
"39","Trade","intermediary","hfTrader","440","1770",""
"39","Trade","hfTrader","opportunisticTrader","122","3949",""
"39","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"39","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"39","Trade","hfTrader","fundamentalBuyer","222","3949",""
"39","Trade","hfTrader","fundamentalBuyer","222","3949",""
"39","Trade","opportunisticTrader","intermediary","0","3996",""
"39","Trade","opportunisticTrader","intermediary","0","3937",""
"39","Trade","opportunisticTrader","intermediary","0","3809",""
"39","Trade","opportunisticTrader","intermediary","0","3618",""
"39","Trade","intermediary","intermediary","11","0",""
"39","Trade","intermediary","intermediary","11","0",""
"39","Trade","intermediary","intermediary","11","0",""
"39","Trade","fundamentalSeller","intermediary","2277","0",""
"39","Trade","fundamentalSeller","intermediary","2277","0",""
"39","Trade","opportunisticTrader","intermediary","0","0",""
"39","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"39","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"39","Trade","intermediary","hfTrader","11","3966",""
"39","Trade","intermediary","hfTrader","11","3966",""
"39","Trade","intermediary","hfTrader","11","3966",""
"39","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"39","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"39","Trade","intermediary","hfTrader","11","3873",""
"39","Trade","intermediary","hfTrader","11","3873",""
"39","Trade","intermediary","hfTrader","11","3873",""
"39","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"39","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"39","Trade","intermediary","hfTrader","11","3713",""
"39","Trade","intermediary","hfTrader","11","3713",""
"39","Trade","intermediary","hfTrader","11","3713",""
"39","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"39","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"39","Trade","intermediary","hfTrader","11","1809",""
"39","Trade","intermediary","hfTrader","11","1809",""
"39","Trade","intermediary","hfTrader","11","1809",""
"39","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"39","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"39","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"39","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"39","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"39","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"39","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"39","Trade","fundamentalBuyer-1","intermediary","500","1500",""
"39","Trade","intermediary","intermediary","11","1500",""
"39","Trade","intermediary","intermediary","11","1500",""
"39","Trade","intermediary","intermediary","11","1500",""
"39","Trade","opportunisticTrader","intermediary","58","52",""
"39","Trade","opportunisticTrader","smallTrader","58","3071",""
"39","Trade","opportunisticTrader","smallTrader","58","3071",""
"39","Trade","opportunisticTrader","hfTrader","58","2285",""
"39","Trade","opportunisticTrader","hfTrader","58","2285",""
"39","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"39","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"39","Trade","intermediary","hfTrader","440","2285",""
"39","Trade","intermediary","hfTrader","440","2285",""
"39","Trade","intermediary","hfTrader","440","2285",""
"39","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"39","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"39","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"39","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"39","Trade","intermediary","hfTrader","440","2118",""
"39","Trade","intermediary","fundamentalSeller-1","440","2618",""
"39","Trade","intermediary","hfTrader","24","2118",""
"39","Trade","smallTrader","hfTrader","0","1510",""
"39","Trade","opportunisticTrader","hfTrader","0","1510",""
"39","Penalty","hfTrader","","","","39"
"39","Penalty","hfTrader","","","","39"
"39","Penalty","smallTrader","","","","6194672375875764226"
"39","Penalty","smallTrader","","","","6194672375875764226"
"39","Penalty","smallTrader","","","","6194672375875764226"
"39","Penalty","smallTrader","","","","6194672375875764226""40","Bid","intermediary","","0","3809",""
"40","Bid","intermediary","","0","3809",""
"40","Bid","intermediary","","0","3809",""
"40","Bid","hfTrader","","0","3809",""
"40","Bid","hfTrader","","0","3809",""
"40","Bid","hfTrader","","0","3809",""
"40","Offer","fundamentalBuyer","","200","3274",""
"40","Offer","fundamentalBuyer","","200","3274",""
"40","Bid","fundamentalSeller","","2000","3809",""
"40","Bid","fundamentalSeller","","2000","3809",""
"40","Offer","opportunisticTrader","","58","3274",""
"40","Offer","opportunisticTrader","","58","3274",""
"40","Offer","opportunisticTrader","","58","3274",""
"40","Offer","opportunisticTrader","","58","3274",""
"40","Buy","smallTrader","","109","",""
"40","Buy","smallTrader","","109","",""
"40","Buy","smallTrader","","109","",""
"40","Buy","smallTrader","","109","",""
"40","Trade","intermediary","opportunisticTrader","0","3541",""
"40","Trade","hfTrader","opportunisticTrader","0","3446",""
"40","Trade","intermediary","opportunisticTrader","0","3446",""
"40","Trade","hfTrader","fundamentalBuyer","0","3321",""
"40","Trade","intermediary","fundamentalBuyer","0","3321",""
"40","Trade","intermediary","fundamentalBuyer","0","3172",""
"40","Trade","hfTrader","fundamentalBuyer","0","3172",""
"40","Trade","intermediary","fundamentalBuyer","0","3005",""
"40","Trade","hfTrader","fundamentalBuyer","0","3005",""
"40","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"40","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"40","Trade","intermediary","fundamentalBuyer","0","2824",""
"40","Trade","hfTrader","fundamentalBuyer","0","2824",""
"40","Trade","intermediary","fundamentalBuyer","0","2637",""
"40","Trade","hfTrader","fundamentalBuyer","0","2637",""
"40","Trade","intermediary","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","intermediary","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","intermediary","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","intermediary","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","intermediary","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","1908",""
"40","Trade","intermediary","fundamentalBuyer","0","1792",""
"40","Trade","hfTrader","fundamentalBuyer","0","1792",""
"40","Trade","intermediary","fundamentalBuyer","0","1707",""
"40","Trade","hfTrader","fundamentalBuyer","0","1707",""
"40","Trade","intermediary","fundamentalBuyer","0","1654",""
"40","Trade","hfTrader","fundamentalBuyer","0","1654",""
"40","Trade","intermediary","fundamentalBuyer","0","1637",""
"40","Trade","hfTrader","fundamentalBuyer","0","1637",""
"40","Trade","intermediary","fundamentalBuyer","0","1654",""
"40","Trade","hfTrader","fundamentalBuyer","0","1654",""
"40","Trade","intermediary","fundamentalBuyer","0","1707",""
"40","Trade","hfTrader","fundamentalBuyer","0","1707",""
"40","Trade","intermediary","fundamentalBuyer","0","1792",""
"40","Trade","hfTrader","fundamentalBuyer","0","1792",""
"40","Trade","intermediary","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2762",""
"40","Trade","hfTrader","fundamentalBuyer","0","2762",""
"40","Trade","hfTrader","fundamentalBuyer","0","2946",""
"40","Trade","hfTrader","fundamentalBuyer","0","2946",""
"40","Trade","opportunisticTrader","intermediary","8","3541",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","fundamentalSeller","intermediary","258","0",""
"40","Trade","fundamentalSeller","intermediary","258","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"40","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","hfTrader","opportunisticTrader","122","3949",""
"40","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"40","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"40","Trade","hfTrader","fundamentalBuyer","222","3949",""
"40","Trade","hfTrader","fundamentalBuyer","222","3949",""
"40","Trade","opportunisticTrader","intermediary","0","3996",""
"40","Trade","opportunisticTrader","intermediary","0","3937",""
"40","Trade","opportunisticTrader","intermediary","0","3809",""
"40","Trade","opportunisticTrader","intermediary","0","3618",""
"40","Trade","intermediary","intermediary","11","0",""
"40","Trade","intermediary","intermediary","11","0",""
"40","Trade","intermediary","intermediary","11","0",""
"40","Trade","fundamentalSeller","intermediary","2277","0",""
"40","Trade","fundamentalSeller","intermediary","2277","0",""
"40","Trade","opportunisticTrader","intermediary","0","0",""
"40","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"40","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"40","Trade","intermediary","hfTrader","11","3966",""
"40","Trade","intermediary","hfTrader","11","3966",""
"40","Trade","intermediary","hfTrader","11","3966",""
"40","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"40","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"40","Trade","intermediary","hfTrader","11","3873",""
"40","Trade","intermediary","hfTrader","11","3873",""
"40","Trade","intermediary","hfTrader","11","3873",""
"40","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"40","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"40","Trade","intermediary","hfTrader","11","3713",""
"40","Trade","intermediary","hfTrader","11","3713",""
"40","Trade","intermediary","hfTrader","11","3713",""
"40","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"40","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"40","Trade","intermediary","hfTrader","11","1809",""
"40","Trade","intermediary","hfTrader","11","1809",""
"40","Trade","intermediary","hfTrader","11","1809",""
"40","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"40","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"40","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"40","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"40","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"40","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"40","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"40","Trade","fundamentalBuyer-1","intermediary","500","1500",""
"40","Trade","intermediary","intermediary","11","1500",""
"40","Trade","intermediary","intermediary","11","1500",""
"40","Trade","intermediary","intermediary","11","1500",""
"40","Trade","opportunisticTrader","intermediary","58","52",""
"40","Trade","opportunisticTrader","smallTrader","58","3071",""
"40","Trade","opportunisticTrader","smallTrader","58","3071",""
"40","Trade","opportunisticTrader","hfTrader","58","2285",""
"40","Trade","opportunisticTrader","hfTrader","58","2285",""
"40","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"40","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"40","Trade","intermediary","hfTrader","440","2285",""
"40","Trade","intermediary","hfTrader","440","2285",""
"40","Trade","intermediary","hfTrader","440","2285",""
"40","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"40","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"40","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"40","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"40","Trade","intermediary","hfTrader","440","2118",""
"40","Trade","intermediary","fundamentalSeller-1","440","2618",""
"40","Trade","intermediary","hfTrader","24","2118",""
"40","Trade","smallTrader","hfTrader","0","1510",""
"40","Trade","opportunisticTrader","hfTrader","0","1510",""
"40","Penalty","intermediary","","","","40"
"40","Penalty","intermediary","","","","40"
"40","Trade","hfTrader","opportunisticTrader","0","3541",""
"40","Trade","intermediary","opportunisticTrader","0","3541",""
"40","Trade","hfTrader","opportunisticTrader","0","3446",""
"40","Trade","intermediary","opportunisticTrader","0","3446",""
"40","Trade","hfTrader","fundamentalBuyer","0","3321",""
"40","Trade","intermediary","fundamentalBuyer","0","3321",""
"40","Trade","intermediary","fundamentalBuyer","0","3172",""
"40","Trade","hfTrader","fundamentalBuyer","0","3172",""
"40","Trade","intermediary","fundamentalBuyer","0","3005",""
"40","Trade","hfTrader","fundamentalBuyer","0","3005",""
"40","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"40","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"40","Trade","intermediary","fundamentalBuyer","0","2824",""
"40","Trade","hfTrader","fundamentalBuyer","0","2824",""
"40","Trade","intermediary","fundamentalBuyer","0","2637",""
"40","Trade","hfTrader","fundamentalBuyer","0","2637",""
"40","Trade","intermediary","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","intermediary","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","intermediary","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","intermediary","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","intermediary","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","1908",""
"40","Trade","intermediary","fundamentalBuyer","0","1792",""
"40","Trade","hfTrader","fundamentalBuyer","0","1792",""
"40","Trade","intermediary","fundamentalBuyer","0","1707",""
"40","Trade","hfTrader","fundamentalBuyer","0","1707",""
"40","Trade","intermediary","fundamentalBuyer","0","1654",""
"40","Trade","hfTrader","fundamentalBuyer","0","1654",""
"40","Trade","intermediary","fundamentalBuyer","0","1637",""
"40","Trade","hfTrader","fundamentalBuyer","0","1637",""
"40","Trade","intermediary","fundamentalBuyer","0","1654",""
"40","Trade","hfTrader","fundamentalBuyer","0","1654",""
"40","Trade","intermediary","fundamentalBuyer","0","1707",""
"40","Trade","hfTrader","fundamentalBuyer","0","1707",""
"40","Trade","intermediary","fundamentalBuyer","0","1792",""
"40","Trade","hfTrader","fundamentalBuyer","0","1792",""
"40","Trade","intermediary","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2762",""
"40","Trade","hfTrader","fundamentalBuyer","0","2762",""
"40","Trade","hfTrader","fundamentalBuyer","0","2946",""
"40","Trade","hfTrader","fundamentalBuyer","0","2946",""
"40","Trade","opportunisticTrader","intermediary","8","3541",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","fundamentalSeller","intermediary","258","0",""
"40","Trade","fundamentalSeller","intermediary","258","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"40","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","hfTrader","opportunisticTrader","122","3949",""
"40","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"40","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"40","Trade","hfTrader","fundamentalBuyer","222","3949",""
"40","Trade","hfTrader","fundamentalBuyer","222","3949",""
"40","Trade","opportunisticTrader","intermediary","0","3996",""
"40","Trade","opportunisticTrader","intermediary","0","3937",""
"40","Trade","opportunisticTrader","intermediary","0","3809",""
"40","Trade","opportunisticTrader","intermediary","0","3618",""
"40","Trade","intermediary","intermediary","11","0",""
"40","Trade","intermediary","intermediary","11","0",""
"40","Trade","intermediary","intermediary","11","0",""
"40","Trade","fundamentalSeller","intermediary","2277","0",""
"40","Trade","fundamentalSeller","intermediary","2277","0",""
"40","Trade","opportunisticTrader","intermediary","0","0",""
"40","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"40","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"40","Trade","intermediary","hfTrader","11","3966",""
"40","Trade","intermediary","hfTrader","11","3966",""
"40","Trade","intermediary","hfTrader","11","3966",""
"40","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"40","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"40","Trade","intermediary","hfTrader","11","3873",""
"40","Trade","intermediary","hfTrader","11","3873",""
"40","Trade","intermediary","hfTrader","11","3873",""
"40","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"40","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"40","Trade","intermediary","hfTrader","11","3713",""
"40","Trade","intermediary","hfTrader","11","3713",""
"40","Trade","intermediary","hfTrader","11","3713",""
"40","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"40","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"40","Trade","intermediary","hfTrader","11","1809",""
"40","Trade","intermediary","hfTrader","11","1809",""
"40","Trade","intermediary","hfTrader","11","1809",""
"40","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"40","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"40","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"40","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"40","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"40","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"40","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"40","Trade","fundamentalBuyer-1","intermediary","500","1500",""
"40","Trade","intermediary","intermediary","11","1500",""
"40","Trade","intermediary","intermediary","11","1500",""
"40","Trade","intermediary","intermediary","11","1500",""
"40","Trade","opportunisticTrader","intermediary","58","52",""
"40","Trade","opportunisticTrader","smallTrader","58","3071",""
"40","Trade","opportunisticTrader","smallTrader","58","3071",""
"40","Trade","opportunisticTrader","hfTrader","58","2285",""
"40","Trade","opportunisticTrader","hfTrader","58","2285",""
"40","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"40","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"40","Trade","intermediary","hfTrader","440","2285",""
"40","Trade","intermediary","hfTrader","440","2285",""
"40","Trade","intermediary","hfTrader","440","2285",""
"40","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"40","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"40","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"40","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"40","Trade","intermediary","hfTrader","440","2118",""
"40","Trade","intermediary","fundamentalSeller-1","440","2618",""
"40","Trade","intermediary","hfTrader","24","2118",""
"40","Trade","smallTrader","hfTrader","0","1510",""
"40","Trade","opportunisticTrader","hfTrader","0","1510",""
"40","Penalty","hfTrader","","","","40"
"40","Penalty","hfTrader","","","","40"
"40","Trade","fundamentalSeller","fundamentalBuyer","200","3541",""
"40","Trade","hfTrader","opportunisticTrader","0","3541",""
"40","Trade","intermediary","opportunisticTrader","0","3541",""
"40","Trade","hfTrader","opportunisticTrader","0","3446",""
"40","Trade","intermediary","opportunisticTrader","0","3446",""
"40","Trade","hfTrader","fundamentalBuyer","0","3321",""
"40","Trade","intermediary","fundamentalBuyer","0","3321",""
"40","Trade","intermediary","fundamentalBuyer","0","3172",""
"40","Trade","hfTrader","fundamentalBuyer","0","3172",""
"40","Trade","intermediary","fundamentalBuyer","0","3005",""
"40","Trade","hfTrader","fundamentalBuyer","0","3005",""
"40","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"40","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"40","Trade","intermediary","fundamentalBuyer","0","2824",""
"40","Trade","hfTrader","fundamentalBuyer","0","2824",""
"40","Trade","intermediary","fundamentalBuyer","0","2637",""
"40","Trade","hfTrader","fundamentalBuyer","0","2637",""
"40","Trade","intermediary","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","intermediary","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","intermediary","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","intermediary","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","intermediary","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","1908",""
"40","Trade","intermediary","fundamentalBuyer","0","1792",""
"40","Trade","hfTrader","fundamentalBuyer","0","1792",""
"40","Trade","intermediary","fundamentalBuyer","0","1707",""
"40","Trade","hfTrader","fundamentalBuyer","0","1707",""
"40","Trade","intermediary","fundamentalBuyer","0","1654",""
"40","Trade","hfTrader","fundamentalBuyer","0","1654",""
"40","Trade","intermediary","fundamentalBuyer","0","1637",""
"40","Trade","hfTrader","fundamentalBuyer","0","1637",""
"40","Trade","intermediary","fundamentalBuyer","0","1654",""
"40","Trade","hfTrader","fundamentalBuyer","0","1654",""
"40","Trade","intermediary","fundamentalBuyer","0","1707",""
"40","Trade","hfTrader","fundamentalBuyer","0","1707",""
"40","Trade","intermediary","fundamentalBuyer","0","1792",""
"40","Trade","hfTrader","fundamentalBuyer","0","1792",""
"40","Trade","intermediary","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","1908",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2049",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2211",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2388",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2574",""
"40","Trade","hfTrader","fundamentalBuyer","0","2762",""
"40","Trade","hfTrader","fundamentalBuyer","0","2762",""
"40","Trade","hfTrader","fundamentalBuyer","0","2946",""
"40","Trade","hfTrader","fundamentalBuyer","0","2946",""
"40","Trade","opportunisticTrader","intermediary","8","3541",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","intermediary","intermediary","440","0",""
"40","Trade","fundamentalSeller","intermediary","258","0",""
"40","Trade","fundamentalSeller","intermediary","258","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","intermediary","7","0",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","opportunisticTrader","hfTrader","8","1770",""
"40","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"40","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","intermediary","hfTrader","440","1770",""
"40","Trade","hfTrader","opportunisticTrader","122","3949",""
"40","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"40","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"40","Trade","hfTrader","fundamentalBuyer","222","3949",""
"40","Trade","hfTrader","fundamentalBuyer","222","3949",""
