"time","type","buySideTrader","sellSideTrader","size","price","penalty"
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1637",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1637",""
"76","Trade","intermediary","fundamentalBuyer","0","1637",""
"76","Trade","hfTrader","fundamentalBuyer","0","1637",""
"76","Trade","intermediary","fundamentalBuyer","0","1654",""
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1707",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1707",""
"76","Trade","intermediary","fundamentalBuyer","0","1707",""
"76","Trade","hfTrader","fundamentalBuyer","0","1707",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1792",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1792",""
"76","Trade","hfTrader","fundamentalBuyer","0","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","1908",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2049",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2049",""
"76","Trade","intermediary","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2211",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2211",""
"76","Trade","intermediary","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","intermediary","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","intermediary","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2762",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2762",""
"76","Trade","intermediary","fundamentalBuyer","0","2762",""
"76","Trade","hfTrader","fundamentalBuyer","0","2762",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2946",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2946",""
"76","Trade","intermediary","fundamentalBuyer","0","2946",""
"76","Trade","hfTrader","fundamentalBuyer","0","2946",""
"76","Trade","fundamentalSeller","fundamentalSeller","2000","3118",""
"76","Trade","fundamentalSeller","fundamentalSeller","2000","3118",""
"76","Trade","intermediary","fundamentalBuyer","0","3118",""
"76","Trade","hfTrader","fundamentalBuyer","0","3118",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3407",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3407",""
"76","Trade","hfTrader","opportunisticTrader","0","3407",""
"76","Trade","intermediary","opportunisticTrader","0","3407",""
"76","Trade","hfTrader","opportunisticTrader","0","3513",""
"76","Trade","intermediary","opportunisticTrader","0","3513",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3588",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3588",""
"76","Trade","hfTrader","opportunisticTrader","0","3588",""
"76","Trade","intermediary","opportunisticTrader","0","3588",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3629",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3629",""
"76","Trade","hfTrader","opportunisticTrader","0","3629",""
"76","Trade","intermediary","opportunisticTrader","0","3629",""
"76","Trade","hfTrader","opportunisticTrader","0","3635",""
"76","Trade","intermediary","opportunisticTrader","0","3635",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3605",""
"76","Trade","hfTrader","opportunisticTrader","0","3605",""
"76","Trade","intermediary","opportunisticTrader","0","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3541",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3541",""
"76","Trade","hfTrader","opportunisticTrader","0","3541",""
"76","Trade","intermediary","opportunisticTrader","0","3541",""
"76","Trade","hfTrader","opportunisticTrader","0","3446",""
"76","Trade","intermediary","opportunisticTrader","0","3446",""
"76","Trade","hfTrader","fundamentalBuyer","0","3321",""
"76","Trade","intermediary","fundamentalBuyer","0","3321",""
"76","Trade","intermediary","fundamentalBuyer","0","3172",""
"76","Trade","hfTrader","fundamentalBuyer","0","3172",""
"76","Trade","intermediary","fundamentalBuyer","0","3005",""
"76","Trade","hfTrader","fundamentalBuyer","0","3005",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"76","Trade","intermediary","fundamentalBuyer","0","2824",""
"76","Trade","hfTrader","fundamentalBuyer","0","2824",""
"76","Trade","intermediary","fundamentalBuyer","0","2637",""
"76","Trade","hfTrader","fundamentalBuyer","0","2637",""
"76","Trade","intermediary","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","intermediary","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","intermediary","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","intermediary","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","intermediary","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","1908",""
"76","Trade","intermediary","fundamentalBuyer","0","1792",""
"76","Trade","hfTrader","fundamentalBuyer","0","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1707",""
"76","Trade","hfTrader","fundamentalBuyer","0","1707",""
"76","Trade","intermediary","fundamentalBuyer","0","1654",""
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","intermediary","fundamentalBuyer","0","1637",""
"76","Trade","hfTrader","fundamentalBuyer","0","1637",""
"76","Trade","intermediary","fundamentalBuyer","0","1654",""
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","intermediary","fundamentalBuyer","0","1707",""
"76","Trade","hfTrader","fundamentalBuyer","0","1707",""
"76","Trade","intermediary","fundamentalBuyer","0","1792",""
"76","Trade","hfTrader","fundamentalBuyer","0","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2762",""
"76","Trade","hfTrader","fundamentalBuyer","0","2762",""
"76","Trade","hfTrader","fundamentalBuyer","0","2946",""
"76","Trade","hfTrader","fundamentalBuyer","0","2946",""
"76","Trade","opportunisticTrader","intermediary","8","3541",""
"76","Trade","intermediary","intermediary","440","0",""
"76","Trade","intermediary","intermediary","440","0",""
"76","Trade","intermediary","intermediary","440","0",""
"76","Trade","fundamentalSeller","intermediary","258","0",""
"76","Trade","fundamentalSeller","intermediary","258","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","hfTrader","8","1770",""
"76","Trade","opportunisticTrader","hfTrader","8","1770",""
"76","Trade","opportunisticTrader","hfTrader","8","1770",""
"76","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"76","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"76","Trade","intermediary","hfTrader","440","1770",""
"76","Trade","intermediary","hfTrader","440","1770",""
"76","Trade","intermediary","hfTrader","440","1770",""
"76","Trade","hfTrader","opportunisticTrader","122","3949",""
"76","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"76","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"76","Trade","hfTrader","fundamentalBuyer","222","3949",""
"76","Trade","hfTrader","fundamentalBuyer","222","3949",""
"76","Trade","opportunisticTrader","intermediary","0","3996",""
"76","Trade","opportunisticTrader","intermediary","0","3937",""
"76","Trade","opportunisticTrader","intermediary","0","3809",""
"76","Trade","opportunisticTrader","intermediary","0","3618",""
"76","Trade","intermediary","intermediary","11","0",""
"76","Trade","intermediary","intermediary","11","0",""
"76","Trade","intermediary","intermediary","11","0",""
"76","Trade","fundamentalSeller","intermediary","2277","0",""
"76","Trade","fundamentalSeller","intermediary","2277","0",""
"76","Trade","opportunisticTrader","intermediary","0","0",""
"76","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"76","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"76","Trade","intermediary","hfTrader","11","3966",""
"76","Trade","intermediary","hfTrader","11","3966",""
"76","Trade","intermediary","hfTrader","11","3966",""
"76","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"76","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"76","Trade","intermediary","hfTrader","11","3873",""
"76","Trade","intermediary","hfTrader","11","3873",""
"76","Trade","intermediary","hfTrader","11","3873",""
"76","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"76","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"76","Trade","intermediary","hfTrader","11","3713",""
"76","Trade","intermediary","hfTrader","11","3713",""
"76","Trade","intermediary","hfTrader","11","3713",""
"76","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"76","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"76","Trade","intermediary","hfTrader","11","1809",""
"76","Trade","intermediary","hfTrader","11","1809",""
"76","Trade","intermediary","hfTrader","11","1809",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"76","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"76","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"76","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"76","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"76","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"76","Trade","fundamentalBuyer-1","intermediary","500","1500",""
"76","Trade","intermediary","intermediary","11","1500",""
"76","Trade","intermediary","intermediary","11","1500",""
"76","Trade","intermediary","intermediary","11","1500",""
"76","Trade","opportunisticTrader","intermediary","58","52",""
"76","Trade","opportunisticTrader","smallTrader","58","3071",""
"76","Trade","opportunisticTrader","smallTrader","58","3071",""
"76","Trade","opportunisticTrader","hfTrader","58","2285",""
"76","Trade","opportunisticTrader","hfTrader","58","2285",""
"76","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"76","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"76","Trade","intermediary","hfTrader","440","2285",""
"76","Trade","intermediary","hfTrader","440","2285",""
"76","Trade","intermediary","hfTrader","440","2285",""
"76","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"76","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"76","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"76","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"76","Trade","intermediary","hfTrader","440","2118",""
"76","Trade","intermediary","fundamentalSeller-1","440","2618",""
"76","Trade","intermediary","hfTrader","24","2118",""
"76","Trade","smallTrader","hfTrader","0","1510",""
"76","Trade","opportunisticTrader","hfTrader","0","1510",""
"76","Penalty","intermediary","","","","76"
"76","Penalty","intermediary","","","","76"
"76","Trade","hfTrader","opportunisticTrader","0","3635",""
"76","Trade","intermediary","opportunisticTrader","0","3635",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3605",""
"76","Trade","hfTrader","opportunisticTrader","0","3605",""
"76","Trade","intermediary","opportunisticTrader","0","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3541",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3541",""
"76","Trade","hfTrader","opportunisticTrader","0","3541",""
"76","Trade","intermediary","opportunisticTrader","0","3541",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3446",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3446",""
"76","Trade","hfTrader","opportunisticTrader","0","3446",""
"76","Trade","intermediary","opportunisticTrader","0","3446",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3321",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3321",""
"76","Trade","hfTrader","opportunisticTrader","0","3321",""
"76","Trade","intermediary","opportunisticTrader","0","3321",""
"76","Trade","intermediary","fundamentalBuyer","0","3172",""
"76","Trade","hfTrader","fundamentalBuyer","0","3172",""
"76","Trade","intermediary","fundamentalBuyer","0","3005",""
"76","Trade","hfTrader","fundamentalBuyer","0","3005",""
"76","Trade","intermediary","fundamentalBuyer","0","2824",""
"76","Trade","hfTrader","fundamentalBuyer","0","2824",""
"76","Trade","intermediary","fundamentalBuyer","0","2637",""
"76","Trade","hfTrader","fundamentalBuyer","0","2637",""
"76","Trade","intermediary","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","intermediary","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","intermediary","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","intermediary","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","intermediary","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","1908",""
"76","Trade","intermediary","fundamentalBuyer","0","1792",""
"76","Trade","hfTrader","fundamentalBuyer","0","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1707",""
"76","Trade","hfTrader","fundamentalBuyer","0","1707",""
"76","Trade","intermediary","fundamentalBuyer","0","1654",""
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1637",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1637",""
"76","Trade","intermediary","fundamentalBuyer","0","1637",""
"76","Trade","hfTrader","fundamentalBuyer","0","1637",""
"76","Trade","intermediary","fundamentalBuyer","0","1654",""
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1707",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1707",""
"76","Trade","intermediary","fundamentalBuyer","0","1707",""
"76","Trade","hfTrader","fundamentalBuyer","0","1707",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1792",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1792",""
"76","Trade","hfTrader","fundamentalBuyer","0","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","1908",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2049",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2049",""
"76","Trade","intermediary","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2211",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2211",""
"76","Trade","intermediary","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","intermediary","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","intermediary","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2762",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2762",""
"76","Trade","intermediary","fundamentalBuyer","0","2762",""
"76","Trade","hfTrader","fundamentalBuyer","0","2762",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2946",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2946",""
"76","Trade","intermediary","fundamentalBuyer","0","2946",""
"76","Trade","hfTrader","fundamentalBuyer","0","2946",""
"76","Trade","fundamentalSeller","fundamentalSeller","2000","3118",""
"76","Trade","fundamentalSeller","fundamentalSeller","2000","3118",""
"76","Trade","intermediary","fundamentalBuyer","0","3118",""
"76","Trade","hfTrader","fundamentalBuyer","0","3118",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3407",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3407",""
"76","Trade","hfTrader","opportunisticTrader","0","3407",""
"76","Trade","intermediary","opportunisticTrader","0","3407",""
"76","Trade","hfTrader","opportunisticTrader","0","3513",""
"76","Trade","intermediary","opportunisticTrader","0","3513",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3588",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3588",""
"76","Trade","hfTrader","opportunisticTrader","0","3588",""
"76","Trade","intermediary","opportunisticTrader","0","3588",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3629",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3629",""
"76","Trade","hfTrader","opportunisticTrader","0","3629",""
"76","Trade","intermediary","opportunisticTrader","0","3629",""
"76","Trade","hfTrader","opportunisticTrader","0","3635",""
"76","Trade","intermediary","opportunisticTrader","0","3635",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3605",""
"76","Trade","hfTrader","opportunisticTrader","0","3605",""
"76","Trade","intermediary","opportunisticTrader","0","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3541",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","3541",""
"76","Trade","hfTrader","opportunisticTrader","0","3541",""
"76","Trade","intermediary","opportunisticTrader","0","3541",""
"76","Trade","hfTrader","opportunisticTrader","0","3446",""
"76","Trade","intermediary","opportunisticTrader","0","3446",""
"76","Trade","hfTrader","fundamentalBuyer","0","3321",""
"76","Trade","intermediary","fundamentalBuyer","0","3321",""
"76","Trade","intermediary","fundamentalBuyer","0","3172",""
"76","Trade","hfTrader","fundamentalBuyer","0","3172",""
"76","Trade","intermediary","fundamentalBuyer","0","3005",""
"76","Trade","hfTrader","fundamentalBuyer","0","3005",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"76","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"76","Trade","intermediary","fundamentalBuyer","0","2824",""
"76","Trade","hfTrader","fundamentalBuyer","0","2824",""
"76","Trade","intermediary","fundamentalBuyer","0","2637",""
"76","Trade","hfTrader","fundamentalBuyer","0","2637",""
"76","Trade","intermediary","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","intermediary","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","intermediary","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","intermediary","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","intermediary","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","1908",""
"76","Trade","intermediary","fundamentalBuyer","0","1792",""
"76","Trade","hfTrader","fundamentalBuyer","0","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1707",""
"76","Trade","hfTrader","fundamentalBuyer","0","1707",""
"76","Trade","intermediary","fundamentalBuyer","0","1654",""
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","intermediary","fundamentalBuyer","0","1637",""
"76","Trade","hfTrader","fundamentalBuyer","0","1637",""
"76","Trade","intermediary","fundamentalBuyer","0","1654",""
"76","Trade","hfTrader","fundamentalBuyer","0","1654",""
"76","Trade","intermediary","fundamentalBuyer","0","1707",""
"76","Trade","hfTrader","fundamentalBuyer","0","1707",""
"76","Trade","intermediary","fundamentalBuyer","0","1792",""
"76","Trade","hfTrader","fundamentalBuyer","0","1792",""
"76","Trade","intermediary","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","1908",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2049",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2211",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2388",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2762",""
"76","Trade","hfTrader","fundamentalBuyer","0","2762",""
"76","Trade","hfTrader","fundamentalBuyer","0","2946",""
"76","Trade","hfTrader","fundamentalBuyer","0","2946",""
"76","Trade","opportunisticTrader","intermediary","8","3541",""
"76","Trade","intermediary","intermediary","440","0",""
"76","Trade","intermediary","intermediary","440","0",""
"76","Trade","intermediary","intermediary","440","0",""
"76","Trade","fundamentalSeller","intermediary","258","0",""
"76","Trade","fundamentalSeller","intermediary","258","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","intermediary","7","0",""
"76","Trade","opportunisticTrader","hfTrader","8","1770",""
"76","Trade","opportunisticTrader","hfTrader","8","1770",""
"76","Trade","opportunisticTrader","hfTrader","8","1770",""
"76","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"76","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"76","Trade","intermediary","hfTrader","440","1770",""
"76","Trade","intermediary","hfTrader","440","1770",""
"76","Trade","intermediary","hfTrader","440","1770",""
"76","Trade","hfTrader","opportunisticTrader","122","3949",""
"76","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"76","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"76","Trade","hfTrader","fundamentalBuyer","222","3949",""
"76","Trade","hfTrader","fundamentalBuyer","222","3949",""
"76","Trade","opportunisticTrader","intermediary","0","3996",""
"76","Trade","opportunisticTrader","intermediary","0","3937",""
"76","Trade","opportunisticTrader","intermediary","0","3809",""
"76","Trade","opportunisticTrader","intermediary","0","3618",""
"76","Trade","intermediary","intermediary","11","0",""
"76","Trade","intermediary","intermediary","11","0",""
"76","Trade","intermediary","intermediary","11","0",""
"76","Trade","fundamentalSeller","intermediary","2277","0",""
"76","Trade","fundamentalSeller","intermediary","2277","0",""
"76","Trade","opportunisticTrader","intermediary","0","0",""
"76","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"76","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"76","Trade","intermediary","hfTrader","11","3966",""
"76","Trade","intermediary","hfTrader","11","3966",""
"76","Trade","intermediary","hfTrader","11","3966",""
"76","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"76","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"76","Trade","intermediary","hfTrader","11","3873",""
"76","Trade","intermediary","hfTrader","11","3873",""
"76","Trade","intermediary","hfTrader","11","3873",""
"76","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"76","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"76","Trade","intermediary","hfTrader","11","3713",""
"76","Trade","intermediary","hfTrader","11","3713",""
"76","Trade","intermediary","hfTrader","11","3713",""
"76","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"76","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"76","Trade","intermediary","hfTrader","11","1809",""
"76","Trade","intermediary","hfTrader","11","1809",""
"76","Trade","intermediary","hfTrader","11","1809",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"76","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"76","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"76","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"76","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"76","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"76","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"76","Trade","fundamentalBuyer-1","intermediary","500","1500",""
"76","Trade","intermediary","intermediary","11","1500",""
"76","Trade","intermediary","intermediary","11","1500",""
"76","Trade","intermediary","intermediary","11","1500",""
"76","Trade","opportunisticTrader","intermediary","58","52",""
"76","Trade","opportunisticTrader","smallTrader","58","3071",""
"76","Trade","opportunisticTrader","smallTrader","58","3071",""
"76","Trade","opportunisticTrader","hfTrader","58","2285",""
"76","Trade","opportunisticTrader","hfTrader","58","2285",""
"76","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"76","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"76","Trade","intermediary","hfTrader","440","2285",""
"76","Trade","intermediary","hfTrader","440","2285",""
"76","Trade","intermediary","hfTrader","440","2285",""
"76","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"76","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"76","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"76","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"76","Trade","intermediary","hfTrader","440","2118",""
"76","Trade","intermediary","fundamentalSeller-1","440","2618",""
"76","Trade","intermediary","hfTrader","24","2118",""
"76","Trade","smallTrader","hfTrader","0","1510",""
"76","Trade","opportunisticTrader","hfTrader","0","1510",""
"76","Penalty","hfTrader","","","","76"
"76","Penalty","hfTrader","","","","76"
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3635",""
"76","Trade","hfTrader","opportunisticTrader","0","3635",""
"76","Trade","intermediary","opportunisticTrader","0","3635",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3605",""
"76","Trade","hfTrader","opportunisticTrader","0","3605",""
"76","Trade","intermediary","opportunisticTrader","0","3605",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3541",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3541",""
"76","Trade","hfTrader","opportunisticTrader","0","3541",""
"76","Trade","intermediary","opportunisticTrader","0","3541",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3446",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3446",""
"76","Trade","hfTrader","opportunisticTrader","0","3446",""
"76","Trade","intermediary","opportunisticTrader","0","3446",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3321",""
"76","Trade","fundamentalSeller","fundamentalBuyer","0","3321",""
"76","Trade","hfTrader","opportunisticTrader","0","3321",""
"76","Trade","intermediary","opportunisticTrader","0","3321",""
"76","Trade","intermediary","fundamentalBuyer","0","3172",""
"76","Trade","hfTrader","fundamentalBuyer","0","3172",""
"76","Trade","intermediary","fundamentalBuyer","0","3005",""
"76","Trade","hfTrader","fundamentalBuyer","0","3005",""
"76","Trade","intermediary","fundamentalBuyer","0","2824",""
"76","Trade","hfTrader","fundamentalBuyer","0","2824",""
"76","Trade","intermediary","fundamentalBuyer","0","2637",""
"76","Trade","hfTrader","fundamentalBuyer","0","2637",""
"76","Trade","intermediary","fundamentalBuyer","0","2574",""
"76","Trade","hfTrader","fundamentalBuyer","0","2574",""
"76","Trade","intermediary","fundamentalBuyer","0","2388",""
