"time","outlook","currentValue","bestBid","bestOffer","buySideLiquidity","sellSideLiquitity","buySideDepth","sellSideDepth","buySideDepthNearTop","sellSideDepthNearTop","midPrice","lastTradedPrice"
"433","CrossedFalling","1014","60","60","11783","7800","7799","7800","7799","7800","60","570"
"434","CrossedFalling","949","60","60","11783","7796","7799","7796","7799","7796","60","537"
"435","CrossedFalling","886","60","60","11783","8012","7799","8012","7799","8012","60","504"
"436","CrossedFalling","824","60","60","11783","7906","7799","7906","7799","7906","60","473"
"437","CrossedFalling","764","60","60","11783","7800","7799","7800","7799","7800","60","442"
"438","CrossedFalling","705","60","60","11783","7796","7799","7796","7799","7796","60","412"
"439","CrossedFalling","649","60","60","11783","8012","7799","8012","7799","8012","60","382"
"440","CrossedFalling","594","60","60","11783","7906","7799","7906","7799","7906","60","354"
"441","CrossedFalling","542","60","60","11783","7800","7799","7800","7799","7800","60","327"
"442","CrossedFalling","491","60","60","11783","7796","7799","7796","7799","7796","60","301"
"443","CrossedFalling","443","60","60","11783","8012","7799","8012","7799","8012","60","275"
"444","CrossedFalling","396","60","60","11783","7906","7799","7906","7799","7906","60","251"
"445","CrossedFalling","352","60","60","11783","7800","7799","7800","7799","7800","60","228"
"446","CrossedFalling","311","60","60","11783","7796","7799","7796","7799","7796","60","206"
"447","CrossedFalling","272","60","60","11783","8012","7799","8012","7799","8012","60","185"
"448","CrossedFalling","235","60","60","11783","7906","7799","7906","7799","7906","60","166"
"449","CrossedFalling","201","60","60","11783","7800","7799","7800","7799","7800","60","147"
"450","CrossedFalling","169","60","60","11783","7796","7799","7796","7799","7796","60","130"
"451","CrossedFalling","140","60","60","11783","8012","7799","8012","7799","8012","60","114"
"452","CrossedFalling","114","60","60","11783","7906","7799","7906","7799","7906","60","100"
"453","CrossedFalling","90","60","60","11783","7800","7799","7800","7799","7800","60","87"
"454","CrossedFalling","69","60","60","11783","7796","7799","7796","7799","7796","60","75"
"455","CrossedRising","50","60","60","11783","8012","7799","8012","7799","8012","60","64"
"456","CrossedRising","35","60","60","11783","8012","7799","8012","7799","8012","60","55"
"457","CrossedRising","22","60","60","11783","8012","7799","8012","7799","8012","60","47"
"458","CrossedRising","12","60","60","11783","8012","7799","8012","7799","8012","60","41"
"459","CrossedRising","5","60","60","11783","8012","7799","8012","7799","8012","60","36"
"460","CrossedRising","1","60","60","11783","8012","7799","8012","7799","8012","60","32"
"461","CrossedRising","0","60","60","11783","8012","7799","8012","7799","8012","60","30"
"462","CrossedRising","1","60","60","11783","8012","7799","8012","7799","8012","60","30"
"463","CrossedRising","5","60","60","11783","8012","7799","8012","7799","8012","60","30"
"464","CrossedRising","12","60","60","11783","8012","7799","8012","7799","8012","60","32"
"465","CrossedRising","22","60","60","11783","8012","7799","8012","7799","8012","60","36"
"466","CrossedRising","35","60","60","11783","8012","7799","8012","7799","8012","60","41"
"467","CrossedRising","50","60","60","11783","8012","7799","8012","7799","8012","60","47"
"468","CrossedFalling","69","60","60","11783","8012","7799","8012","7799","8012","60","55"
"469","CrossedFalling","90","60","60","11783","7906","7799","7906","7799","7906","60","64"
"470","CrossedFalling","114","60","60","11783","7800","7799","7800","7799","7800","60","75"
"471","CrossedFalling","140","60","60","11783","7796","7799","7796","7799","7796","60","87"
"472","CrossedFalling","169","60","60","11783","8012","7799","8012","7799","8012","60","100"
"473","CrossedFalling","201","60","60","11783","7906","7799","7906","7799","7906","60","114"
"474","CrossedFalling","235","60","60","11783","7800","7799","7800","7799","7800","60","130"
"475","CrossedFalling","272","60","60","11783","7796","7799","7796","7799","7796","60","147"
"476","CrossedFalling","311","60","60","11783","8012","7799","8012","7799","8012","60","166"
"477","CrossedFalling","352","60","60","11783","7906","7799","7906","7799","7906","60","185"
"478","CrossedFalling","396","60","60","11783","7800","7799","7800","7799","7800","60","206"
"479","CrossedFalling","443","60","60","11783","7796","7799","7796","7799","7796","60","228"
"480","CrossedFalling","491","60","60","11783","8012","7799","8012","7799","8012","60","251"
"481","CrossedFalling","542","60","60","11783","7906","7799","7906","7799","7906","60","275"
"482","CrossedFalling","594","60","60","11783","7800","7799","7800","7799","7800","60","301"
"483","CrossedFalling","649","60","60","11783","7796","7799","7796","7799","7796","60","327"
"484","CrossedFalling","705","60","60","11783","8012","7799","8012","7799","8012","60","354"
"485","CrossedFalling","764","60","60","11783","7906","7799","7906","7799","7906","60","382"
"486","CrossedFalling","824","60","60","11783","7800","7799","7800","7799","7800","60","412"
"487","CrossedFalling","886","60","60","11783","7796","7799","7796","7799","7796","60","442"
"488","CrossedFalling","949","60","60","11783","8012","7799","8012","7799","8012","60","473"
"489","CrossedFalling","1014","60","60","11783","7906","7799","7906","7799","7906","60","504"
"490","CrossedFalling","1080","60","60","11783","7800","7799","7800","7799","7800","60","537"
"491","CrossedFalling","1148","60","60","11783","7796","7799","7796","7799","7796","60","570"
"492","CrossedFalling","1217","60","60","11783","8012","7799","8012","7799","8012","60","604"
"493","CrossedFalling","1287","60","60","11783","7906","7799","7906","7799","7906","60","638"
"494","CrossedFalling","1358","60","60","11783","7800","7799","7800","7799","7800","60","673"
"495","CrossedFalling","1429","60","60","11783","7796","7799","7796","7799","7796","60","709"
"496","CrossedFalling","1502","60","60","11783","8012","7799","8012","7799","8012","60","744"
"497","CrossedFalling","1575","60","60","11783","7906","7799","7906","7799","7906","60","781"
"498","CrossedFalling","1649","60","60","11783","7800","7799","7800","7799","7800","60","817"
"499","CrossedFalling","1724","60","60","11783","7796","7799","7796","7799","7796","60","854"
"500","CrossedFalling","1799","60","60","11783","8012","7799","8012","7799","8012","60","892"
