0,500,500,1950,2050,0,0,1,1,500,500,2000,500,500,2.0e+03,0,0,0,0,0,1,0,1
0,564,500,1950,2050,0,0,2,1,500,500,2000,564,500,2.0e+03,0,0,0,0,0,1,0,1
0,628,500,1950,2050,0,0,2,1,500,500,2000,628,500,2.0e+03,0,0,0,0,0,1,0,1
0,692,500,1950,2050,0,0,2,1,500,500,2000,692,500,2.0e+03,0,0,0,0,0,1,0,1
0,756,500,1950,2050,0,0,2,1,500,500,2000,756,500,2.0e+03,0,0,0,0,0,1,0,1
0,756,500,1950,2050,0,0,2,1,500,500,2000,756,500,2.0e+03,0,0,0,0,0,1,0,1
0,756,500,1950,2050,0,0,2,1,500,500,2000,756,500,2.0e+03,0,0,0,0,0,1,0,1
0,756,500,1950,2050,0,0,2,1,500,500,2000,756,500,2.0e+03,0,0,0,0,0,1,0,1
0,756,500,1950,2050,0,0,2,1,500,500,2000,756,500,2.0e+03,0,0,0,0,0,1,0,1
0,756,741,1950,2050,0,0,2,2,500,500,2000,756,741,2.0e+03,0,0,0,0,0,1,0,1
0,756,982,1950,2050,0,0,2,2,500,500,2000,756,982,2.0e+03,0,0,0,0,0,1,0,1
0,1000,982,1950,2050,0,0,2,2,500,500,2000,1000,982,2.0e+03,0,0,0,0,0,1,0,1
0,1244,982,1950,2050,0,0,2,2,500,500,2000,1244,982,2.0e+03,0,0,0,0,0,1,0,1
0,1265,982,1950,2050,0,0,2,2,500,500,2000,1265,982,2.0e+03,0,0,0,0,0,1,0,1
0,1286,982,1950,2050,0,0,2,2,500,500,2000,1286,982,2.0e+03,0,0,0,0,0,1,0,1
0,1307,982,1950,2050,0,0,2,2,500,500,2000,1307,982,2.0e+03,0,0,0,0,0,1,0,1
0,1345,982,1950,2050,0,0,2,2,500,500,2000,1345,982,2.0e+03,0,0,0,0,0,1,0,1
0,1383,982,1950,2050,0,0,2,2,500,500,2000,1383,982,2.0e+03,0,0,0,0,0,1,0,1
1,1421,982,1950,2050,0,0,2,2,500,500,2000,1421,982,2.0e+03,0,0,0,0,0,1,0,1
1,1499,982,1951,2050,0,0,3,2,78,500,2000,1499,982,2.0e+03,0,0,0,0,0,1,0,1
1,1577,982,1951,2050,0,0,3,2,156,500,2000,1577,982,2.0e+03,0,0,0,0,0,1,0,1
1,1655,982,1951,2050,0,0,3,2,234,500,2000,1655,982,2.0e+03,0,0,0,0,0,1,0,1
1,1733,982,1951,2050,0,0,3,2,312,500,2000,1733,982,2.0e+03,0,0,0,0,0,1,0,1
1,1733,982,1951,2050,0,0,3,2,312,500,2000,1733,982,2.0e+03,0,0,0,0,0,1,0,1
1,1733,982,1951,2050,0,0,3,2,312,500,2000,1733,982,2.0e+03,0,0,0,0,0,1,0,1
1,1733,982,1951,2050,0,0,3,2,312,500,2000,1733,982,2.0e+03,0,0,0,0,0,1,0,1
1,1733,982,1951,2050,0,0,3,2,312,500,2000,1733,982,2.0e+03,0,0,0,0,0,1,0,1
1,1733,1180,1951,2050,0,0,3,2,312,698,2000,1733,1180,2.0e+03,0,0,0,0,0,1,0,1
1,1733,1378,1951,2050,0,0,3,2,312,896,2000,1733,1378,2.0e+03,0,0,0,0,0,1,0,1
1,1933,1378,1951,2050,0,0,3,2,512,896,2000,1933,1378,2.0e+03,0,0,0,0,0,1,0,1
1,2133,1378,1951,2050,0,0,3,2,712,896,2000,2133,1378,2.0e+03,0,0,0,0,0,1,0,1
1,2133,1378,1951,2050,0,0,3,2,712,896,2000,2133,1378,2.0e+03,0,0,0,0,0,1,0,1
1,2133,1378,1951,2050,0,0,3,2,712,896,2000,2133,1378,2.0e+03,0,0,0,0,0,1,0,1
1,2133,1378,1951,2050,0,0,3,2,712,896,2000,2133,1378,2.0e+03,0,0,0,0,0,1,0,1
1,2133,1378,1951,2050,0,0,3,2,712,896,2000,2133,1378,2.0e+03,0,0,0,0,0,1,0,1
1,2133,1378,1951,2050,0,0,3,2,712,896,2000,2133,1378,2.0e+03,0,0,0,0,0,1,0,1
